stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
11742,11742,"English Ave & Parker Ave",,  39.759837, -86.114152,,,0,
11743,11743,"English Ave & Pleasant Run Pkwy N Dr",,  39.759837, -86.111908,,,0,
11744,11744,"English Ave & Lasalle St",,  39.759896, -86.109568,,,0,
11745,11745,"English Ave - 3400E",,  39.759911, -86.108380,,,0,
11746,11746,"English Ave & Pleasant Run Pkwy N Dr",,  39.759924, -86.105862,,,0,
11747,11747,"Sherman Dr & English Ave",,  39.760603, -86.101985,,,0,
11748,11748,"Sherman Dr & Pleasant Run Pkwy S Dr",,  39.761981, -86.102008,,,0,
11749,11749,"Sherman Dr & Pleasant Run Pkwy N Dr",,  39.763869, -86.102027,,,0,
11750,11750,"Sherman Dr & Washington St",,  39.768366, -86.102098,,,0,
11751,11751,"Rural St & New York St",,  39.771677, -86.116406,,,0,
11752,11752,"Rural St & Michigan St",,  39.774916, -86.116563,,,0,
11753,11753,"Rural St & North St",,  39.775882, -86.116594,,,0,
11754,11754,"Rural St & Saint Clair Ct",,  39.777724, -86.116609,,,0,
11755,11755,"Rural St & 09th St",,  39.779544, -86.116625,,,0,
11756,11756,"Rural St & 16th St",,  39.788675, -86.116503,,,0,
11758,11758,"Rural St & 18th St",,  39.791072, -86.116533,,,0,
11759,11759,"Rural St & Massachusetts Ave",,  39.793551, -86.116538,,,0,
11760,11760,"Rural St & Roosevelt Ave",,  39.794942, -86.116572,,,0,
11761,11761,"Keystone Ave & 25th St",,  39.803247, -86.121477,,,0,
11762,11762,"Keystone Ave & 27th St",,  39.805147, -86.121497,,,0,
11763,11763,"Keystone Ave & 28th St",,  39.807299, -86.121518,,,0,
11764,11764,"Keystone Ave & 29th St",,  39.808803, -86.121496,,,0,
11765,11765,"Keystone Ave & 30th St",,  39.811156, -86.121515,,,0,
11766,11766,"Keystone Ave & 32nd St",,  39.814348, -86.121572,,,0,
11767,11767,"Keystone Ave & 34th St",,  39.818675, -86.121615,,,0,
11768,11768,"Keystone Ave & 36th St",,  39.821439, -86.121658,,,0,
11769,11769,"Keystone Ave & 38th St",,  39.825090, -86.121703,,,0,
11770,11770,"Keystone Ave & 39th St",,  39.826993, -86.121694,,,0,
11772,11772,"Keystone Ave & Millersville Rd",,  39.830196, -86.121744,,,0,
11773,11773,"Keystone Ave - 4150 N",,  39.831816, -86.121687,,,0,
11775,11775,"Keystone Ave & Duke St",,  39.837265, -86.121766,,,0,
11776,11776,"Keystone Ave & 46th St",,  39.840562, -86.121816,,,0,
11777,11777,"Keystone Ave & Willowbrook Pkwy",,  39.842176, -86.121834,,,0,
11778,11778,"Keystone Ave & 51st St",,  39.845174, -86.121864,,,0,
11780,11780,"Keystone Ave - 5250 N",,  39.848638, -86.121923,,,0,
11784,11784,"Keystone Ave & 56th St",,  39.854831, -86.121985,,,0,
11786,11786,"Keystone Ave & 58th St",,  39.858556, -86.122035,,,0,
11790,11790,"Keystone Ave & 62nd St",,  39.869372, -86.122117,,,0,
11792,11792,"Keystone Ave & 64th St",,  39.872211, -86.122054,,,0,
11793,11793,"Keystone Ave & 65th St",,  39.875771, -86.122031,,,0,
11794,11794,"Keystone Ave & Glenbrook Dr",,  39.878371, -86.122009,,,0,
11795,11795,"Keystone Ave & Butterfield Dr",,  39.880194, -86.122000,,,0,
11796,11796,"Keystone Ave & 71st St",,  39.883063, -86.121979,,,0,
11797,11797,"Keystone Ave & Rutherford Dr",,  39.888040, -86.121902,,,0,
11798,11798,"Keystone Ave & 78th St",,  39.897477, -86.121640,,,0,
11799,11799,"Keystone Ave & Woodfield Crossing Blvd",,  39.907315, -86.118237,,,0,
11800,11800,"9000 N Keystone Ave",,  39.918936, -86.109553,,,0,
11802,11802,"Keystone Ave & 78th St",,  39.897610, -86.121901,,,0,
11803,11803,"Keystone Ave & Ruth Dr",,  39.888429, -86.122182,,,0,
11804,11804,"Keystone Ave & 71st St",,  39.883899, -86.122256,,,0,
11805,11805,"Keystone Ave & 69th St",,  39.881151, -86.122259,,,0,
11807,11807,"Keystone Ave & Durham Dr",,  39.877975, -86.122266,,,0,
11808,11808,"Keystone Ave & 65th St",,  39.876141, -86.122293,,,0,
11809,11809,"Keystone Ave & 64th St",,  39.872476, -86.122301,,,0,
11810,11810,"Keystone Ave & 63rd St",,  39.870046, -86.122314,,,0,
11813,11813,"Keystone Ave & Kessler Blvd E Dr",,  39.862049, -86.122339,,,0,
11814,11814,"Keystone Ave & 58th St",,  39.858786, -86.122285,,,0,
11816,11816,"Keystone Ave & 56th St",,  39.854553, -86.122179,,,0,
11819,11819,"Keystone Ave & 53rd St",,  39.849447, -86.122185,,,0,
11820,11820,"Keystone Ave & 52nd St",,  39.847039, -86.122151,,,0,
11821,11821,"Keystone Ave & 51st St",,  39.845400, -86.122136,,,0,
11822,11822,"Keystone Ave & Willowbrook Pkwy",,  39.842186, -86.122090,,,0,
11823,11823,"Keystone Ave & 46th St",,  39.840525, -86.122086,,,0,
11824,11824,"Keystone Ave & Duke St",,  39.837593, -86.122039,,,0,
11825,11825,"Keystone Ave - 4100N",,  39.831771, -86.121900,,,0,
11826,11826,"Keystone Ave & Millersville Rd",,  39.829482, -86.121878,,,0,
11828,11828,"Keystone Ave & 39th St",,  39.826723, -86.121878,,,0,
11829,11829,"Keystone Ave & 38th St",,  39.824955, -86.121916,,,0,
11831,11831,"Keystone Ave & 36th St",,  39.821570, -86.121762,,,0,
11832,11832,"Keystone Ave & 34th St",,  39.817683, -86.121758,,,0,
11833,11833,"Keystone Ave & 32nd St",,  39.814524, -86.121712,,,0,
11834,11834,"Keystone Ave & 30th St",,  39.811367, -86.121695,,,0,
11836,11836,"Keystone Ave & 29th St",,  39.809245, -86.121666,,,0,
11837,11837,"Keystone Ave & 28th St",,  39.807199, -86.121653,,,0,
11838,11838,"Keystone Ave & 27th St",,  39.805355, -86.121641,,,0,
11839,11839,"Keystone Ave & 25th St",,  39.802777, -86.121617,,,0,
11840,11840,"Rural St & Bloyd Ave",,  39.794700, -86.116691,,,0,
11842,11842,"Rural St & Brookside Ave",,  39.792334, -86.116651,,,0,
11844,11844,"Rural St & 17th St",,  39.789721, -86.116613,,,0,
11846,11846,"Rural St & Brookside Pkwy N Dr",,  39.787516, -86.116581,,,0,
11847,11847,"Rural St & Brookside Pkwy S Dr",,  39.786322, -86.116569,,,0,
11848,11848,"Rural St & 09th St",,  39.779365, -86.116673,,,0,
11849,11849,"Rural St & Saint Clair Ct",,  39.777828, -86.116692,,,0,
11850,11850,"Rural st & North St",,  39.775755, -86.116678,,,0,
11851,11851,"Rural St & Michigan St",,  39.773903, -86.116574,,,0,
11852,11852,"Rural St & New York St",,  39.771300, -86.116511,,,0,
11854,11854,"16 S Sherman Dr",,  39.768330, -86.102215,,,0,
11855,11855,"Sherman St & Stanton Ave",,  39.765296, -86.102128,,,0,
11856,11856,"Sherman Dr & Pleasant Run Pkwy N Dr",,  39.763583, -86.102114,,,0,
11857,11857,"Sherman Dr & Pleasant Run Pkwy S Dr",,  39.762299, -86.102117,,,0,
11858,11858,"English Ave & Sherman Dr",,  39.760095, -86.102576,,,0,
11859,11859,"English Ave & Pleasant Run Pkwy S Dr",,  39.760070, -86.104251,,,0,
11860,11860,"English Ave - 3312 E",,  39.760012, -86.107986,,,0,
11862,11862,"English Ave & Dearborn St",,  39.759980, -86.110436,,,0,
11863,11863,"English Ave & Oakland Ave",,  39.759950, -86.112737,,,0,
11864,11864,"English Ave & Parker Ave",,  39.759940, -86.113893,,,0,
11865,11865,"Rural St & English Ave",,  39.759499, -86.116423,,,0,
11866,11866,"Rural St & Hoyt Ave",,  39.758187, -86.116425,,,0,
11867,11867,"Hoyt Ave & Leeds Ave",,  39.757554, -86.118047,,,0,
11869,11869,"Hoyt Ave & Trowbridge St",,  39.757520, -86.119786,,,0,
11870,11870,"Keystone Ave & Private Dr",,  39.756779, -86.121268,,,0,
11871,11871,"Keystone Ave & Woodlawn Ave",,  39.755137, -86.121264,,,0,
11872,11872,"Keystone Ave & Prospect St",,  39.752620, -86.121262,,,0,
11873,11873,"Keystone Ave & Pleasant Run Pkwy S Dr",,  39.749553, -86.121245,,,0,
11874,11874,"Keystone Ave & Private Dr",,  39.747736, -86.121212,,,0,
11875,11875,"Keystone Ave & Iowa St",,  39.743588, -86.121209,,,0,
11876,11876,"Keystone Ave & Reformers Ave",,  39.741523, -86.121164,,,0,
11877,11877,"Keystone Ave & Cahoun Ct",,  39.740206, -86.121144,,,0,
11878,11878,"Keystone Ave & Legrande Ave",,  39.738578, -86.121073,,,0,
11879,11879,"Keystone Ave & Kelly St",,  39.736198, -86.120965,,,0,
11880,11880,"Keystone Ave & Bradbury Ave",,  39.734084, -86.120980,,,0,
11881,11881,"Keystone Ave & Walker Ave",,  39.731875, -86.120955,,,0,
11882,11882,"Keystone Ave & Albany St",,  39.724677, -86.120890,,,0,
11883,11883,"Keystone Ave & Troy Ave",,  39.722796, -86.120856,,,0,
11884,11884,"Keystone Ave & Murry St",,  39.719615, -86.120832,,,0,
11885,11885,"Keystone Ave & Werges Ave",,  39.717830, -86.120806,,,0,
11886,11886,"Keystone Ave - 3624 S",,  39.713767, -86.120758,,,0,
11888,11888,"Hanna Ave & Keystone Ave",,  39.708424, -86.119685,,,0,
11889,11889,"Hanna Ave & Rural St",,  39.708540, -86.115936,,,0,
11890,11890,"Hanna Ave & Lake Park Blvd",,  39.708575, -86.113121,,,0,
11891,11891,"Hanna Ave & Brickenwood Trace",,  39.708598, -86.110935,,,0,
11892,11892,"Hanna Ave & Dearborn St",,  39.708651, -86.108490,,,0,
11894,11894,"Hanna Ave & Olney St",,  39.708680, -86.105878,,,0,
11895,11895,"Hanna Ave & Sherman Dr",,  39.708694, -86.104463,,,0,
11896,11896,"Sherman Dr & Wilderness Trail",,  39.705026, -86.103598,,,0,
11897,11897,"Sherman Dr & Lickridge Ln N Dr",,  39.703152, -86.102768,,,0,
11898,11898,"Redfern Dr & Denny St",,  39.700664, -86.100066,,,0,
11899,11899,"Redfern Dr & Strawbridge St",,  39.700680, -86.098559,,,0,
11900,11900,"Redfern Dr & Nikki Dr",,  39.700797, -86.095976,,,0,
11901,11901,"Redfern Dr & 09th Ave",,  39.700555, -86.092314,,,0,
11902,11902,"09th Ave & Mimi Dr",,  39.698124, -86.091993,,,0,
11903,11903,"09th Ave & Malden Ln",,  39.696474, -86.091990,,,0,
11904,11904,"Thompson Rd & 09th Ave",,  39.694403, -86.091405,,,0,
11905,11905,"Thompson Rd & Red Robin Dr",,  39.694488, -86.085358,,,0,
11907,11907,"Thompson Rd & Bancroft St",,  39.694500, -86.083624,,,0,
11908,11908,"Thompson Rd & Emerson Ave",,  39.693385, -86.081335,,,0,
11911,11911,"Keystone Ave & Bacon St",,  39.721131, -86.120628,,,0,
11912,11912,"National Ave & Keystone Ave",,  39.712792, -86.119450,,,0,
11913,11913,"Keystone Ave & 33rd St",,  39.815971, -86.121579,,,0,
11915,11915,"Keystone Ave & Nelson Ave",,  39.728605, -86.120894,,,0,
11916,11916,"Keystone Ave & 23rd St",,  39.800629, -86.118531,,,0,
11917,11917,"Keystone Crossing - 8463 N",,  39.910351, -86.114079,,,0,
11918,11918,"Keystone Crossing - 8464 N",,  39.910467, -86.113969,,,0,
11919,11919,"Keystone Crossing - 8504 N",,  39.910827, -86.111586,,,0,
11920,11920,"Keystone Crossing - 8505 N",,  39.910606, -86.112038,,,0,
12000,12000,"16th St & Hall Pl",,  39.788445, -86.160217,,,0,
12001,12001,"16th St & Capitol Ave",,  39.788407, -86.162259,,,0,
12002,12002,"16th St & Senate Blvd",,  39.788448, -86.165284,,,0,
12003,12003,"16th St & Fall Creek Pkwy",,  39.788382, -86.173742,,,0,
12004,12004,"16th St & Montcalm St",,  39.788713, -86.180257,,,0,
12005,12005,"16th St & Indiana Ave",,  39.788682, -86.184007,,,0,
12006,12006,"16th St & Harding St",,  39.789208, -86.188050,,,0,
12007,12007,"16th St & Riverside Dr E",,  39.789249, -86.190499,,,0,
12008,12008,"16th St & Private Dr",,  39.789323, -86.194190,,,0,
12009,12009,"16th St & Lafayette Rd",,  39.788082, -86.200735,,,0,
12010,12010,"16th St & Belleview Pl",,  39.788029, -86.203432,,,0,
12011,12011,"16th St & Warman Ave",,  39.787997, -86.206154,,,0,
12013,12013,"16th St & Sharon Ave",,  39.787973, -86.208267,,,0,
12014,12014,"16th St & Kessler Blvd N Dr",,  39.787950, -86.210872,,,0,
12015,12015,"16th St & Centennial St",,  39.787921, -86.213572,,,0,
12016,12016,"16th St & Tibbs Ave",,  39.787899, -86.216465,,,0,
12017,12017,"16th St & Berwick Ave",,  39.787843, -86.218447,,,0,
12018,12018,"16th St & Rochester Ave",,  39.787798, -86.221033,,,0,
12020,12020,"16th St & Livingston Ave",,  39.787745, -86.223328,,,0,
12021,12021,"16th St & Olin Ave",,  39.787687, -86.227534,,,0,
12022,12022,"16th St - 4650 W",,  39.787619, -86.231850,,,0,
12023,12023,"16th St & Main St",,  39.787467, -86.240937,,,0,
12024,12024,"16th St & Auburn St",,  39.787421, -86.244110,,,0,
12026,12026,"16th St & Winton Ave",,  39.787381, -86.247313,,,0,
12030,12030,"22nd St & Lynhurst Dr",,  39.796596, -86.251202,,,0,
12031,12031,"22nd St & White Oaks Dr",,  39.796331, -86.254196,,,0,
12032,12032,"Woolco Ln & 22nd St",,  39.795783, -86.255156,,,0,
12033,12033,"22nd St & Kohl's - 5600W",,  39.796954, -86.258052,,,0,
12034,12034,"Shopping Center Dr & Kroger - 5700 W",,  39.798681, -86.261192,,,0,
12035,12035,"Parkwood Dr & 25th St",,  39.801153, -86.264736,,,0,
12036,12036,"Parkwood Dr & Schoolwood Dr",,  39.803121, -86.264768,,,0,
12037,12037,"Meadowood Dr & Schoolwood Dr",,  39.804057, -86.262170,,,0,
12039,12039,"Meadowood Dr & Private Dr",,  39.803698, -86.258231,,,0,
12040,12040,"Moller Rd & Beauport Rd",,  39.805120, -86.255691,,,0,
12041,12041,"Moller Rd & 29th St",,  39.807587, -86.255755,,,0,
12042,12042,"Moller Rd & Patricia St",,  39.810656, -86.255817,,,0,
12043,12043,"Moller Rd & 32nd St",,  39.813662, -86.255881,,,0,
12044,12044,"Moller Rd & 34th St",,  39.816901, -86.255927,,,0,
12045,12045,"Moller Rd & Dunk Dr",,  39.820027, -86.256028,,,0,
12046,12046,"Moller Rd & Ruskin Pl W",,  39.821951, -86.256059,,,0,
12047,12047,"Moller Rd & Shopping Center Dr",,  39.825037, -86.256107,,,0,
12048,12048,"Moller Rd - Meijer - 3912 N",,  39.826764, -86.256125,,,0,
12049,12049,"Moller Way & Moller Rd",,  39.830048, -86.255313,,,0,
12051,12051,"Moller Rd & 43rd St",,  39.832986, -86.256285,,,0,
12052,12052,"Renn Ln & Moller Rd",,  39.835602, -86.256934,,,0,
12053,12053,"Renn Ln - 5712 W",,  39.835553, -86.261047,,,0,
12054,12054,"43rd St & Woodland Dr",,  39.833046, -86.262827,,,0,
12055,12055,"43rd St - 5605 W",,  39.833055, -86.259455,,,0,
12056,12056,"43rd St & Moller Rd",,  39.833097, -86.256628,,,0,
12058,12058,"Moller Way & Pike Plaza Rd",,  39.829435, -86.254919,,,0,
12059,12059,"Moller Rd - Meijer - 3916 N",,  39.826801, -86.256253,,,0,
12061,12061,"Moller Rd & 38th St",,  39.823362, -86.256260,,,0,
12062,12062,"Moller Rd & Ruskin Pl W",,  39.821575, -86.256177,,,0,
12063,12063,"Moller Rd & Dunk Dr",,  39.820243, -86.256151,,,0,
12064,12064,"Moller Rd & 34th St",,  39.816205, -86.256113,,,0,
12065,12065,"Moller Rd & 32nd St",,  39.813356, -86.256018,,,0,
12066,12066,"Moller Rd & Patricia St",,  39.810716, -86.255959,,,0,
12067,12067,"Moller Rd & 29th St",,  39.807768, -86.255859,,,0,
12068,12068,"Moller Rd & Beauport Rd",,  39.805404, -86.255804,,,0,
12069,12069,"Meadowwood Dr & Private Dr",,  39.803747, -86.258455,,,0,
12070,12070,"Meadowood Dr & Parkwood Dr",,  39.804201, -86.264535,,,0,
12071,12071,"Parkwood Dr & Schoolwood Dr",,  39.803576, -86.264871,,,0,
12072,12072,"Parkwood Dr & 25th St",,  39.801800, -86.264838,,,0,
12073,12073,"22nd St & Shopping Center Dr - Kohl's",,  39.796698, -86.257687,,,0,
12074,12074,"22nd St & Hermitage Way",,  39.795953, -86.255759,,,0,
12075,12075,"22nd St & Fair Oaks Dr",,  39.796501, -86.253144,,,0,
12076,12076,"22nd St & Lynhurst Dr",,  39.796533, -86.251144,,,0,
12082,12082,"16th St & Auburn St",,  39.787288, -86.244390,,,0,
12083,12083,"16th St & Main St",,  39.787335, -86.241569,,,0,
12084,12084,"16th St & Georgetown Rd",,  39.787349, -86.238199,,,0,
12085,12085,"16th St & Polco St",,  39.787411, -86.234503,,,0,
12086,12086,"4500 W 16th St - Indy Motor Speedway",,  39.787440, -86.232563,,,0,
12087,12087,"16th St & Olin Ave",,  39.787532, -86.227223,,,0,
12088,12088,"16th St & Livingston Ave",,  39.787581, -86.223875,,,0,
12090,12090,"16th St & Rochester Ave",,  39.787639, -86.220876,,,0,
12091,12091,"16th St & Burwick Dr",,  39.787685, -86.218670,,,0,
12092,12092,"16th St & Tibbs Ave",,  39.787725, -86.216030,,,0,
12093,12093,"16th St & Centennial St",,  39.787774, -86.213767,,,0,
12094,12094,"16th St & Concord Ct",,  39.787800, -86.211187,,,0,
12095,12095,"16th St & Sharon Ave",,  39.787829, -86.208533,,,0,
12096,12096,"16th St & Warman Ave",,  39.787842, -86.206444,,,0,
12097,12097,"16th St & Holmes Ave",,  39.787868, -86.204850,,,0,
12098,12098,"16th St & Belleview Pl",,  39.787885, -86.203107,,,0,
12099,12099,"16th St & Tremont St",,  39.787916, -86.201032,,,0,
12100,12100,"16th St & Private Dr",,  39.789155, -86.193683,,,0,
12101,12101,"16th St & Riverside Dr E",,  39.789117, -86.191170,,,0,
12102,12102,"16th St & Harding St",,  39.789061, -86.187626,,,0,
12103,12103,"16th St & Indiana Ave",,  39.788633, -86.184021,,,0,
12104,12104,"16th St & Gent Ave",,  39.788651, -86.181691,,,0,
12105,12105,"16th St & Montcalm St",,  39.788667, -86.179915,,,0,
12106,12106,"16th St & Aqueduct St",,  39.788654, -86.176189,,,0,
12107,12107,"16th St & Fall Creek Pkwy E Dr",,  39.788163, -86.172282,,,0,
12108,12108,"16th St & MLK St",,  39.788196, -86.169019,,,0,
12109,12109,"16th St & Missouri St",,  39.788284, -86.165902,,,0,
12110,12110,"16th St & Senate Ave",,  39.788306, -86.163383,,,0,
12112,12112,"16th St & MLK St",,  39.788345, -86.168931,,,0,
12113,12113,"Moller Rd & Renn Rd",,  39.835797, -86.256345,,,0,
12116,12116,"Lynhurst Dr & 21st St",,  39.794923, -86.250963,,,0,
12117,12117,"Lynhurst Dr & 20th St",,  39.792793, -86.250927,,,0,
12118,12118,"Lynhurst Dr & Speedway Dr",,  39.791280, -86.250893,,,0,
12119,12119,"Lynhurst Dr & 16th St",,  39.788233, -86.250836,,,0,
12120,12120,"Lynhurst Dr & 16th St",,  39.787737, -86.250675,,,0,
12121,12121,"Lynhurst Dr & Speedway Ave",,  39.791072, -86.250717,,,0,
12122,12122,"Lynhurst Dr & 21st St",,  39.793178, -86.250753,,,0,
12124,12124,"Woolco Ln & Shopping Center Dr - Kroger",,  39.798673, -86.261256,,,0,
12125,12125,"Meadowood Dr & Moller Rd",,  39.803528, -86.256008,,,0,
12126,12126,"Moller Rd & Meadowood Dr",,  39.803655, -86.255903,,,0,
12200,12200,"27th St & MLK St",,  39.805585, -86.172078,,,0,
12202,12202,"27th St & Annette St",,  39.805564, -86.175620,,,0,
12203,12203,"27th St & Rader St",,  39.805559, -86.177948,,,0,
12204,12204,"27th St & Clifton St",,  39.805545, -86.180055,,,0,
12205,12205,"Clifton St & Udell St",,  39.807207, -86.180416,,,0,
12206,12206,"30th St & Cold Spring Rd",,  39.809955, -86.202310,,,0,
12207,12207,"30th St & Tyrone Dr",,  39.809905, -86.204730,,,0,
12208,12208,"30th St & Warman Ave",,  39.809888, -86.207129,,,0,
12209,12209,"30th St & Medford Ave",,  39.809847, -86.209589,,,0,
12210,12210,"30th St & Kessler Blvd N Dr",,  39.809833, -86.211913,,,0,
12212,12212,"30th St & Tibbs Ave",,  39.809803, -86.215974,,,0,
12213,12213,"30th St & Alton Ave",,  39.809766, -86.217405,,,0,
12214,12214,"30th St & Guion Rd",,  39.809734, -86.219565,,,0,
12216,12216,"30th St & Merchants Dr",,  39.809698, -86.222434,,,0,
12217,12217,"30th St & Eagledale Dr",,  39.809607, -86.227634,,,0,
12218,12218,"30th St & Falcon Dr",,  39.809545, -86.231926,,,0,
12220,12220,"30th St & Mussman Dr",,  39.809492, -86.235389,,,0,
12221,12221,"30th St & Midvale Dr",,  39.809461, -86.237411,,,0,
12222,12222,"30th St & Georgetown Rd",,  39.809441, -86.239632,,,0,
12223,12223,"Georgetown Rd & Patricia St",,  39.810947, -86.239851,,,0,
12224,12224,"Georgetown Rd & Thrush Dr",,  39.813105, -86.239883,,,0,
12225,12225,"Georgetown Rd - 3335 N",,  39.815436, -86.239909,,,0,
12226,12226,"34th St & Georgetown Rd",,  39.816724, -86.240319,,,0,
12227,12227,"34th St & Auburn Rd",,  39.816656, -86.244084,,,0,
12228,12228,"34th St & Winton Ave",,  39.816642, -86.246295,,,0,
12229,12229,"34th St & Allison Ave",,  39.816616, -86.248260,,,0,
12230,12230,"34th St & Watergate Rd",,  39.816596, -86.250574,,,0,
12231,12231,"34th St & Ashley Ln",,  39.816558, -86.253122,,,0,
12232,12232,"34th St & Moller Rd",,  39.816537, -86.255774,,,0,
12234,12234,"34th St & Scarlet Ct",,  39.816492, -86.257436,,,0,
12235,12235,"34th St & Patton Dr",,  39.816412, -86.262412,,,0,
12236,12236,"34th St & Faculty Dr",,  39.816353, -86.265865,,,0,
12237,12237,"34th St & High School Rd",,  39.816302, -86.269887,,,0,
12238,12238,"34th St & Lupine Terrace",,  39.816230, -86.272108,,,0,
12239,12239,"34th St & Live Oak Rd",,  39.816125, -86.278622,,,0,
12240,12240,"34th St & Eagle Creek Pkwy",,  39.816077, -86.280334,,,0,
12241,12241,"34th St & Heather Ridge Dr",,  39.815993, -86.285253,,,0,
12242,12242,"Bayhead Dr & 34th St",,  39.816461, -86.287556,,,0,
12243,12243,"Bayhead Dr & Causeway Dr",,  39.819141, -86.287524,,,0,
12245,12245,"Bayhead Dr & Hatteras Ln",,  39.821842, -86.287537,,,0,
12246,12246,"Eagle Creek Pkwy & Inland Dr",,  39.831165, -86.285435,,,0,
12247,12247,"Eagle Creek Pkwy E Dr & Eagle Bay N Dr",,  39.833099, -86.286745,,,0,
12248,12248,"Eagle Creek Pkwy & Village Pkwy Cir E",,  39.836033, -86.286939,,,0,
12249,12249,"46th St & Private Dr",,  39.837954, -86.283865,,,0,
12250,12250,"46th St & Inland Dr",,  39.838035, -86.279478,,,0,
12251,12251,"46th St & Mission Dr",,  39.838141, -86.272457,,,0,
12252,12252,"High School Rd & Wixshire Dr",,  39.836256, -86.270685,,,0,
12254,12254,"High School Rd & Wedgewood Way",,  39.833593, -86.270608,,,0,
12255,12255,"High School Rd & Commons Dr",,  39.832048, -86.270573,,,0,
12256,12256,"High School Rd - 4140 N",,  39.829707, -86.270517,,,0,
12257,12257,"High SChool Rd & Gateway Dr",,  39.827887, -86.270476,,,0,
12258,12258,"High SChool Rd & Gateway Dr",,  39.829032, -86.270344,,,0,
12259,12259,"High School Rd & Commons Dr",,  39.832098, -86.270428,,,0,
12260,12260,"High School Rd & Wedgewood Way",,  39.833591, -86.270451,,,0,
12261,12261,"High School Rd & Wixshire Dr",,  39.835680, -86.270527,,,0,
12262,12262,"46th St & Mission Dr",,  39.838256, -86.272013,,,0,
12263,12263,"46th St & Owls Nest Dr",,  39.838084, -86.280679,,,0,
12264,12264,"46th St & Eagles Watch Dr",,  39.838015, -86.283755,,,0,
12265,12265,"Eagle Creek Pkwy E Dr & Village Pkwy Dr",,  39.836501, -86.287099,,,0,
12266,12266,"Eagle Creek Pkwy & Eagle Bay N Dr",,  39.832775, -86.286763,,,0,
12267,12267,"Eagle Creek Pkwy & Eagle Bay S Dr",,  39.831400, -86.285768,,,0,
12268,12268,"Eagle Creek Pkwy & Eagle Cove Dr",,  39.829855, -86.284540,,,0,
12269,12269,"Eagle Creek Pkwy & 38th St",,  39.823638, -86.283402,,,0,
12270,12270,"Bayhead Dr & Hyannis Port Dr",,  39.822160, -86.287640,,,0,
12271,12271,"Bayhead Dr & Wharfside Ln",,  39.820451, -86.287418,,,0,
12272,12272,"Bayhead Dr & Causeway Dr",,  39.818909, -86.287721,,,0,
12273,12273,"Bayhead Dr & Hickory Ln",,  39.816554, -86.287661,,,0,
12274,12274,"34th St & Heather Ridge Dr",,  39.815903, -86.285715,,,0,
12275,12275,"34th St & Live Oak Rd",,  39.816030, -86.278859,,,0,
12276,12276,"34th St & Lupine Terrace",,  39.816147, -86.272218,,,0,
12277,12277,"34th St & High School Rd",,  39.816217, -86.269377,,,0,
12278,12278,"34th St & Faculty Dr",,  39.816277, -86.266202,,,0,
12279,12279,"34th St & Patton Dr",,  39.816317, -86.262693,,,0,
12281,12281,"34th St & Moller Rd",,  39.816398, -86.257596,,,0,
12282,12282,"34th St & Moller Rd",,  39.816432, -86.255367,,,0,
12283,12283,"34th St & Ashley Ln",,  39.816476, -86.253082,,,0,
12284,12284,"34th St & Watergate Rd",,  39.816511, -86.250491,,,0,
12286,12286,"34th St & Winton Ave",,  39.816574, -86.246116,,,0,
12287,12287,"34th St & Auburn Rd",,  39.816588, -86.243824,,,0,
12288,12288,"34th St & Georgetown Rd",,  39.816598, -86.240175,,,0,
12289,12289,"Georgetown Rd & 34th St",,  39.815575, -86.240035,,,0,
12290,12290,"Georgetown Rd & Thrush Dr",,  39.813346, -86.239984,,,0,
12291,12291,"Georgetown Rd & Patricia St",,  39.811183, -86.239952,,,0,
12293,12293,"30th St & Midvale Dr",,  39.809346, -86.237780,,,0,
12294,12294,"30th St & Mildred Dr",,  39.809364, -86.235783,,,0,
12295,12295,"30th St & Patricia St",,  39.809403, -86.233413,,,0,
12296,12296,"30th St & Falcon Dr",,  39.809433, -86.231822,,,0,
12298,12298,"30th St & Eagledale Dr",,  39.809473, -86.228077,,,0,
12299,12299,"30th St & Merchants Dr",,  39.809564, -86.222878,,,0,
12300,12300,"30th St & Lafayette Rd",,  39.809580, -86.219635,,,0,
12301,12301,"30th St & Alton Ave",,  39.809624, -86.217859,,,0,
12302,12302,"30th St & Tibbs Ave",,  39.809645, -86.216343,,,0,
12304,12304,"30th St & Centennial St",,  39.809677, -86.213471,,,0,
12305,12305,"30th St & Kessler Blvd N Dr",,  39.809682, -86.211392,,,0,
12306,12306,"30th St & Warman Ave",,  39.809741, -86.207452,,,0,
12307,12307,"30th St & Tyrone Dr",,  39.809775, -86.204964,,,0,
12308,12308,"30th St & Cold Spring Rd",,  39.809818, -86.202647,,,0,
12309,12309,"29th St & Clifton St",,  39.808215, -86.180822,,,0,
12311,12311,"27th St & Clifton Sr",,  39.805507, -86.179965,,,0,
12312,12312,"27th St & Rader St",,  39.805520, -86.178218,,,0,
12313,12313,"27th St & Annette St",,  39.805519, -86.175890,,,0,
12314,12314,"27th St & Franklin Pl",,  39.805527, -86.173445,,,0,
12315,12315,"Indiana Ave & New York St",,  39.771637, -86.161872,,,0,
12350,12350,"Kentucky Ave & High School Rd",,  39.694046, -86.270076,,,0,
12351,12351,"Gatwick Dr & Decatur Blvd",,  39.690248, -86.284982,,,0,
